word,count
เสวนะ,53
บอกหนังสือสังฆราช,3
งานศพ,160235
สศช.,2953
ท้าพนัน,660
การทอดทิ้ง,379
ฉัฐ,1899
ตะล่อมข้าว,13
การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย,8241
ตะวันออกไกล,1197
กระจ๊อก,233
คาบข่าว,119
รถขุด,61342
เหมือด,2920
ออกไท้,4
นิช,195956
เบญจางค,448
สมูทที,100
ทั่ว,4189894
อิ่มใจ,8041
ลักเล็กขโมยน้อย,321
ใบยา,8720
ทุกคราว,20273
เหลือม,20835
เปลืองตัว,516
บรรณานุกรม,10594
สังเวชนียสถาน,3497
ศรียะลา,81
สื่อไฟฟ้า,211
หมอบราบคาบแก้ว,17
ออดอ้อน,1978
ซักล้าง,8762
การบีบบังคับ,834
สเกตช์,387
กระปมกระเปา,17
แส้,8079
ปะแล่ม,511
ธรรมยุติกนิกาย,782
อาศัยลำแข้งตัวเอง,1
กวี,199617
แก๊สหุงต้ม,1669
เดี๋ยวนั้น,1281
ปาสกาล,1375
เซียะ,8692
ม๊าก,5071
มากหน้าหลายตา,3571
ยศ,1009454
กลละ,211
รันแทะ,8
สะเทินน้ำสะเทินบก,1306
หมายเลขประจำตัว,3318
แชมเปี้ยน,98675
สอนใจ,9332
ลิ้นตวัดถึงใบหู,1
โคมไฟติดผนัง,2304
จุ้นจู๊,13
มิสทีน,2641
กรมศุลฯ,493
โซเดียมไนเตรท,82
เครป,11316
พญาแปร,1
คัดเส้น,44
พรรคพลังปวงชนไทย,170
มุ่งร้ายหมายขวัญ,17
รถถ่อ,15
หน้าถอดสี,203
ร้องเรียกร้องหา,6
โค้ดลับ,1022
จรรยา,51912
ธรรมปฏิสัมภิทา,30
ค้างสต๊อก,1120
ตาเหล่,2106
กลับมา,935310
สหัสเนตร,25
ปอมขาง,5
ปุ,3298521
แพ,7129752
เมลิออยโดซีส,2
อัลบูมิน,1404
ก้นกบ,1076
กางเกงขาสั้น,31195
ลัทธิสมบูรณาญาสิทธิราช,4
ดาวน์,1529782
ถุงน้ำดี,7481
เด็กจรจัด,39
ขี้แร่,25
เฮ่ย,737
ต่อยหอย,164
ธรรมจินดา,167
ผู้ผลิต,504350
บุพวิเทหทวีป,5
เป็นปรกติ,1446
วอ,7285785
คนขับรถ,31855
ศศธร,322
บริพันธ์,1109
อุดปะสาวะ,0
ความเมามาย,136
สตน,19442
รู้รส,2398
เป็นหวัด,7419
กระเบื้องยาง,123537
เจียร,60572
ซื้อหา,6447
พืชน้ำ,3010
สัตตบรรณ,151
จุมพฎ,46
โดยส่วนใหญ่,34702
บาทบ,5365
จะเกร็ง,850
ตราสิน,20159
แม่กระชังหน้าใหญ่,6
คอลัมน์,75046
เชรา,444
ร็อคเกอร์,919
รางรถไฟ,9014
ซีดาน,19508
สะดัก,2
เสวก,2265
อติ,387562
กษีรามพุ,2
กี๋,10670
เกาหลีใต้,121500
ซูซูกิ,20440
ไม่ได้เบี้ยเอาข้าว,2
ความเป็นมนุษย์,12980
สลักสำคัญ,554
เงียบ,245226
โต้ตอบ,95870
ให้บริการ,4686039
พิพาท,46447
ยืนกระต่ายสามขา,2
โลภะ,4607
พรรคอนาคตใหม่,4765
เล่นแง่,254
เบญจ,93256
จับเขม่า,16
ใบตราส่ง,924
มฤทุ,8
หัวใน,3763
ยัดทะนาน,44
พาร์ทไทม์,14532
พุทธศาสนิกชน,14258
ทำได้,809507
ลอสแองเจลิส,6333
วิหารยอด,63
โพล่,2200
กาแลสะนอ,0
แหกโค้ง,1077
พยักยิ้ม,3
คาปูชิโน,2806
คำด่า,2102
มีชีวิตชีวา,82851
กระหนาบ,354
คะแนนเสียง,16926
นาคาวโลก,81
สถานภาพสมรส,2003
พื้น,5641483
เสียกบาล,84
บังคับเอา,584
พลิพัท,30
ขันสาคร,108
ยิ้มแสยะ,69
ออกท่า,1344
ออตตาวา,2393
โลดลิ่ว,16
แป้ว,394
ออกหัด,58
ช้างพังคา,1
ฟรีเซีย,934
มะลิ,325596
โรงเรียนราษฎร์,552
อาธรรม์,55
ภาษาแม่,3151
ละเอียด,4839261
สิ่งทดแทน,742
มะละกา,4137
น้ำซับ,1567
สมัยก่อนประวัติศาสตร์,1270
ซ่อนรูป,1709
ถึงแก่มรณภาพ,651
ทองคำเปลว,2529
กระชอมดอก,7
มือใหม่,1026454
กากี่นั้ง,136
กาแฟเย็น,3184
เวสสุวัณ,928
แก้วแชมเปญ,406
การคาดการณ์,70538
พลิกผัน,16618
ครบกำหนด,30173
ตังค์,75426
ถุ้ยส์,0
เบี้ยแก้,2559
เจ้าพระยาทิพากรวงศ์มหาโกษาธิบดี,27
ราชานุสาวรีย์,7207
ตีท้ายครัว,2072
ทุมโน,9
พุทธบูชา,11515
วัยทารก,1243
สังสการ,27
เชื้อไฟ,2576
ยางรัด,7896
นฤตย์,184
เรียนรู้,1649114
เศรษฐศาสตรดุษฎีบัณฑิต,9
ข้าวแดงแกงร้อน,74
เปลือยอก,401
เครื่องเพชรพลอย,685
ปรัตยนต์,1
ตะเบ็ง,514
ก.ย.,375051
ฟื้นฟู,294502
ครั้งดึกดำบรรพ์,22
ครึ่งหลัง,36967
เน่าเสีย,8212
ความรู้เชิงปฏิบัติการ,4587
คู่พระคู่นาง,250
ใจฝ่อ,145
นักเลงสุรา,163
ไลปิดเปอร์อ๊อกไซด์,0
อินทรา,216521
รอ,27315062
ก็ตาม,1250171
หงายหลัง,913
ป.ธ.,5369
พาณาสน์,2
ตึ้ก ๆ,6
แคตวอล์ก,198
ชรา,99313
บาริสตา,186
ตะเกียงลาน,299
ไฟหน้า,59684
จุฬามณี,6336
พิศดู,209
กระดึง,10471
การขาดอาหาร,208
เดลี,25049
ข้อมูลข่าวสารส่วนบุคคล,207
ตุ้ม,19852
ความโหยหิว,27
วางฎีกา,39
ตะโก,44663
บากุง,16
เลีย,772249
สงครามจิตวิทยา,374
กระสวย,3333
ผู้บาดเจ็บ,13585
ลาดเอียง,7670
อริสมันต์,340
คอยล์,52593
บทเจรจา,91
การแปรง,7378
โทรศัพท์ทางไกล,835
กำชับ,19128
ช่างเหล็ก,2177
สักว่าว,10
พระบรมราโชบาย,1340
อันโด๊ก,2
โภชก,672
แทง,3848121
คนดีผีคุ้ม,64
พาณิช,420552
สุดขอบฟ้า,5128
เก้อเขิน,428
โรงแรมม่านรูด,1695
ดีวีบี,19
ชั่วช่างชี ดีช่างสงฆ์,11
พนัก,1302101
วิ่น,4449
วาดลวดลาย,2404
น้ำละว้า,9
เหตุร้าย,7222
เบลเยียม,30223
เข้ารูปเข้ารอย,302
บูรพา,71292
อักขรวิบัติ,6
เปิดไฟเขียว,378
แจ๋ว,32276
เสียมือเสียเท้า,1
ต้องใจ,18869
ไฮโล,357075
พระชนมพรรษา,73870
สัตวาร,8
ทำวัตร,6412
มีเหตุผล,67938
แม่สะเรียง,6090
จำกัดจำเขี่ย,360
เอ็กซเรย์,3854
ชี้นำ,21696
เฉิบ,465
บังความ,2491
มืดตื้อ,80
น้ำปลา,54173
วณิชชา,1677
ขม้ำ,30
ด้ง,1903838
ทนง,7442
หุ่นพยนต์,1437
ที่หวัง,27623
นางสะ,335
แท็กติก,3186
โดยมิได้รับอำนาจ,8
เต่าร้างแดง,11
หยิกหย็อง,3
ปูชิต,307
หัวกระเด็น,13
ปาริฉัตร,1584
ตราบเท่า,10259
ตาเหลือง,1213
พ.อ.ต.,27
ไฟลต์,2757
เรือพระประทีป,4
พรุก,414
สานู,15
สัมประหาร,7
ละคิ,42003
คับแคบ,5108
พื้นน้ำ,2750
จ้าน,227944
ธงหางแซงแซว,3
ผู้ละเมิด,2006
มกสะ,11
รตอ.,159
โครมาทิน,2
ชไม,13591
จิงโจ้,7536
กะตั้ก,4
ความเป็นประชาธิปไตย,1460
ใช้ชีวิต,299229
ผู้เดินทาง,37703
ทรัพย์สินของแผ่นดิน,350
กินลมชมวิว,870
นมักการ,7
เมืองผี,1659
ให้ความสำคัญ,396244
ทำไร่ไถนา,289
รูปสี่เหลี่ยมจัตุรัส,1173
ศศิกษัย,2
ไส้เดือนดิน,1212
อกคราก,2
กามสมังคี,2
การมั่วสุม,518
ค่าเงิน,65647
อำพน,747
ตระโอม,2
ข้าวเปียก,624
ดามัสกัส,1954
สมบุญ,4910
เห็นคุณค่า,14920
ธาราเคหะ,0
โลกุตรธรรม,338
คัดตัว,4010
ไฟ,6082709
การขัดขวาง,3221
ความแคลงใจ,289
เดซิเบล,7134
ขี้กะโล้โท้,7
ขัดมอนตัวผู้,2
ลงกา,163225
คุกคาม,90939
อังศุธร,144
ฟีนอล,18372
กระดาษชำระ,12611
บ้านวังบาล,12
หม้อเกลือ,449
อาปานะ,2
กรุงธนบุรี,14961
เขรอะ,491
ได้เงิน,1047844
นฬการ,51
พักเที่ยง,4667
วอล์ค,18300
รถสองล้อ,354
อายัดทรัพย์,2433
สกุลรุนชาติ,56
ศุขัง,0
ฉลาด,263157
ฝรั่ง,798660
หงิมๆ,70
พ่าน,1404
กำผลา,2
จ่าหน้าซอง,930
ประเจิด,422
มาดเข้ม,1192
สะพานเบี่ยง,19
พุก,22406
สู้แดดสู้ฝน,13
ชอปปิ้ง,10290
หีด,22910
เหยียบถิ่นเสือ,9
หรี่,750160
สลับซับซ้อน,90228
คดีลอบสังหาร,90
ครา,3847131
เหนงนายพราน,0
ปริญญาเอก,50952
ออกนอกหน้า,998
กษัตร,147448
สิ่งเร้า,4172
อย่างไรก็ตาม,530965
ขนมไข่,3136
ความจำ,440480
คุณลักษณะ,203446
แอริโคสต์,0
ว่ายฟ้า,8
ออราเคิล,2497
ปูติ,9600
กิริยามารยาท,992
ภา,35243269
เงามัว,562
ท้อใจ,3048
วิฆนะ,32
เสียกล,5118
ขยักขย้อน,11
การหาม,1159
ชามาดา,53
เป่าปาก,574
โดยไม่ตั้งใจ,6178
คอลเลคชัน,13702
ดำดง,509
พระเจ้าตากสินมหาราช,25688
สุดสัปดาห์,69699
คนเมือง,27528
ต้อลม,1099
ทีโอที,5848
ชีต,37172
แม่สายบัวแต่งตัวค้าง,1
หูยาวตายาว,0
เผ้า,1337
เหนือธรรมชาติ,15311
ยกเว้น,397859
ชุ่มฉ่ำ,14614
สวนาการ,715
กระเดิด ๆ,2
ชิม,210273
เครื่องมุก,212
กระว่า,40
การครัว,1541
กระบี่,196663
แปลตามอรรถ,17
มายากร,38
กำลังภายใน,12205
ตะเบ็งเสียง,113
บ้องตันแทงเสือ,0
เปลี่ยนรูปเปลี่ยนร่าง,3
กรีธาพล,26
อราดี,179
วิชาเลือกเสรี,8193
เมียเก็บ,795
ทะบู,406
หัวเรื่องย่อย,212
ตลิ่ง,65912
อันนา,5244
ปวดฟัน,4999
คาซัคสถาน,17031
จัง,4324266
เอาใช้,427
ไข่หงส์,210
เครื่องสำอาง,207420
เลี้ยงไม่โต,129
ยอดฮิต,344833
วงการเศรษฐกิจ,88
หัวทึบ,117
กาแลกโทส,21
ดำรงอยู่,18564
เรด้า,427
เลขหมาย,6998
พืชกินสัตว์,63
อะเอื้อย,1
ก่อตั้ง,233517
แพท,1560042
คเนจร,203
น้ำหนึ่ง,17936
กระเทือน,9829
ผู้วางเพลิง,34
ภาษาจีน,381657
ตัวอาคาร,18300
ฟุ้งซ่าน,8710
เลอหล้า,3
สรรพ,296924
กรอม,1232
หน่าย,1483098
เครื่องกรองอากาศ,4695
หมดราคี,20
กำเดา,2839
ไอซ์ที,504
เคเบิ้ล,30102
ซึ่งหน้า,3736
แอม,166680
สูริ,417
การเก็บเงิน,21558
ชั่วประเดี๋ยวประด๋าว,21
กินแขก,18
อาปณ,506
คนมีระเบียบ,223
ซ่องโสเภณี,351
โว,267070
ไม้ค้ำโพธิ์,97
แต้ว,10293
วินายก,107
อัฐิมิญชะ,3
ฮุน เซน,19807
กลาสแมน,10
ชี้แนะ,151808
โศกาลัย,53
สู้ครู,32
ชักจูงใจ,320
ออกฤทธิ์ออกเดช,36
ตะโพกสุดเสียงสังข์,2
หว้า,35292
เจ็บไข้ได้ป่วย,2579
เยาวเรศ,1017
การใฝ่หา,156
เจ๋อเจ๊อะ,2
เสื่อลำแพน,122
เขม่าซาง,0
พฤทธ์,245
ไม่เป็นสุข,821
หงอด,27
ขณะนี้,426554
ความเป็นจริงเสมือน,4439
ทางอิเล็กทรอนิกส์,30418
แจ้,2226888
ห้องอาบน้ำ,28375
หู่,13871
มิสยูนิเวิร์ส,5781
มักกะโรนี,1760
ไม้มอบ,511
นุต,10918
บังเกิด,18863
โต๊ะครึม,2
ประจุโลหิต,1
แร็กโตพามีน,3
ซองขาว,831
ความเจ็บ,53893
คัมภีร์,62788
ขัย,9888
ทายิกา,441
ปูนสอ,187
ปืนเล็กยาว,369
สุรีย์,7686
อาเกียรณ์,16
หัวต่อ,7568
เหา,15103
โทงๆ,120
ประสัยห,14
คัมภีรภาพ,167
หูหนวกตาบอด,187
ติดบุหรี่,1106
วิ่งสวมกระสอบ,2
ลงทัณฑ์,3656
กล้วยไข่,3750
นิคห,27679
อนิล,2012
ดูรึ,151
โปรดักชั่น,12206
ญาติมิตร,6321
เสกสรรค์,2755
เก้าเหลี่ยม,97
ปาด,55622
หกคว่ำ,9
นางแนบ,20
มะเร็งกรามช้าง,8
เอ็มโอยู,1589
มดยอบ,129
ไฮกรอมิเตอร์,6
คุลาซ่อนลูก,5
ป่าเส็งเคร็ง,6
ลพ,1293659
พฤณพัทธ์,0
อิเหนา,10879
ขาดปาก,588
ทะลุกลางปล้อง,48
รัตตัญญู,290
นาเคนทร์,97
นิวโมเนีย,233
กาสาวพัสตร์,860
ตีนถีบปากกัด,14
ตัวบ่งชี้,28575
สุ่มสี่สุ่มห้า,2421
สแกน,252887
เง้าๆ งอดๆ,2
กำปงเฌอเตียล,46
โปรย,23693
เมฆหมอก,1743
เกลื่อน,10537
ญาติสืบสายโลหิต,54
พล.ท.,5517
วัปป,1235
ขวดตีนช้าง,0
โลดทนง,9
หูไว,1165
น้ำเทพมนตร์,24
ตลาดนัดแรงงาน,280
ลูกในไส้,471
ใจทราม,600
ภุมวาร,74
ทอนซิล,3544
ขัดตะหมาด,20
ชวนเชื่อ,6106
ปัจจัยการผลิต,5598
แหว,376199
จัดแบ่ง,6607
บุ๋น,1800
ลิงตกต้นไม้,4
ตาหนู,827
ชื้น,419590
คุณนาย,20487
ผู้สำเร็จราชการแทนพระองค์,2026
นักการพนัน,53257
โวย,18903
ไร้อารมณ์,1446
บัญชีรายชื่อ,32291
ชมัยมรุเชษฐ์,43
เอเชี่ยนสตาร์,3
ตีลังกา,2639
ผู้บริหารระดับสูง,19127
ลุแก่โทสะ,41
กรัก,117842
แจบ,6383
ลูกมะหวด,50
พุ่งตรง,2455
เอาเยี่ยง,358
คอเป็นเอ็น,110
โครงแคร,12
โดยอิสระ,2959
ที่รกร้างว่างเปล่า,603
บังพระสุริยา,2
ศูนย์การค้า,133515
ใจสัตว์,595
อุปนิกขิต,94
อีเวนต์,44714
เขตปกครองตนเอง,3708
ช้อนกาแฟ,427
เกษตรศาสตรดุษฎีบัณฑิต,0
ท้องทะเล,35879
ปรบ,25568
งานฝีมือ,39342
มาจนกระทั่ง,2838
อโดบี,59
ใจขุ่น,146
เห่อเหิม,119
กบไสไม้,1154
อปโลกน์,58
น่าขนลุก,5472
บันไดหนีไฟ,1732
เวหะ,42
โจมจู่,14
เอกภพ,5295
ความเสียหาย,323572
วอกแวก,2241
วัลคุ,8615
เสียค่าใช้จ่าย,131542
ประสบอุบัติเหตุ,12633
หินชาติ,57
เอนเทอโรแบกเตอร์,3
ทะลุเป้า,6738
เนืองนิตย์,428
โต๊ะโขก,2
อิติวุตตกะ,474
วรากะ,3
เจนละ,1420
สัญจร,48049
พระราชโอรส,6761
หลอดนีออน,1342
ช่าย,18798
ตกอันดับ,874
ต้องสงสัย,163349
แประ,242
เขียว ๆ แดง ๆ,6
สาวแส้,24
เปล่งรัศมี,519
ชลธารก,14
เปลี่ยวใจ,382
ควาญ,2476
เที่ยงแท้,1727
ปึ้ด,59
การย้อนกลับ,2814
ข้าวคั่ว,6385
กลอเรีย,1729
พบพาน,1632
เหอเป่ย์,788
วารุณ,3064
โยพนะ,0
กราฟิคส์,3
ท่าวกำลัง,1
จำห้าประการ,7
พระเมรุฯ,37
ขี้กา,1962
มทนะ,55
อัฐิ,7930
บูรณมี,160
เป็ดน้ำ,3361
ดักรอ,1301
ปัจฉิมทิศ,57
ดากลั้นเยี่ยว,4
ท้องอืด,14167
ปากคัน,24
ผสมกลมกลืน,816
ชุงอาง,0
อะไร,3623705
วยาฆร์,2
ถั่วเขียว,10886
พ่อพวงมาลัย,37
บู๊,70810
หน้าเหี้ยม,94
เหยียดยาว,336
จั๊กแร้,122
ขี้หมูขี้หมา,35
นุ่มนวล,65356
สารส้ม,17832
ไลโนเลอิค,117
ตกขุย,10
วอเตอร์,31948
ปูโต๊ะ,5710
ใต้เท้ากรุณา,9
นิคมสร้างตนเอง,5716
เวจ,17418
โง่งๆ,0
อารยะ,4749
องคชาต,5968
การต่อเนื่อง,6735
ได้รับการยกย่อง,30761
รมย์,97927
วิ,32145134
ดับกลิ่น,20629
สะพรั่ง,15353
เก่ง,342353
ขยายความ,26044
หมวกเหล็ก,319
ไนโตรฟูแรน,41
การสงคราม,3218
ประนัง,21
เสื่อมสูญ,540
โต้ง,17869
จารีต,21910
แก้มแหม่ม,230
สำหา,21
เป็นตัวเป็นตน,1127
แอร่ม,131
ยิ้มแห้ง,356
กลับเกลือก,4
นาคร,59667
โก้งโค้ง,1731
ความชื้นแฉะ,108
ประดา,11073
ผู้หญิง,630536
วิโรจ,20176
ไอตัว,230
หนุ่มเหน้า,37
พรรครัฐบาล,1487
ปีระกา,3293
หมากทัน,11
เม็ดละมุด,166
หนาวดอกงิ้ว,2
กถามุข,33
ฮอดจ์กินส์,13
ปดโป้,10
เลี่ยมทอง,3054
รามา,331190
หะแรก,52
พิณพาทย์,336
ประจาน,3929
การแก้ตัว,595
วับวาบ,305
ลานจอดรถ,40534
เจ็บ,598516
เฮี้ยว,594
ชะเงื้อม,44
เกสา,1101
เบิกแว่นเวียนเทียน,52
เจ้าปู่,1790
ชิงพลบ,32
สาฏิก,135
จินดามณี,2650
มุทริกา,12
เป็นเอง,1359
โหนก,46217
ตาดำ ๆ,138
ผู้อนุมัติ,1359
เจ้าจอม,6355
โกลด์แมน,675
ซ่องสุม,612
ท้องปลิง,350
ของเด็กเล่น,1617
แจ้ง,2210727
ตะกูด,30
เกี๋ยง,1400
กัญจนา,1317
สมถยานิก,47
เพียงแค่,1364477
โปงลาง,2875
ขัดต่อ,25519
น้ำตะกู,2
โมรกลาป,1
ทรัพย์สินทางปัญญา,47835
เมืองลีง,859
มาร์แชลล์,2227
ตากลับ,2324
ขนมเปียะ,6
บ้านโพธิ์,12726
ผ่านพบ,407
สัมเภทะ,2
ซิสโตลิก,178
เช้า,735778
ชาวดอย,1588
ปัง,556931
โป่ง,68918
สถานที่ตากอากาศ,207
กรกฏ,54638
กระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,22267
ผู้บังเกิดเกล้า,157
วอล์กอิน,1044
หมายน้ำบ่อหน้า,5
จัดแสดง,99352
ต้นอ่อน,6175
อเนกชาติภุชงค์,87
มัสลิน,2363
การดูงานต่างประเทศ,48
เจ้าต่างกรม,191
ขวาง ๆ รี ๆ,1
ตาแข็ง,744
เมลาโทนิน,3188
สายสมร,53111
อวิรุทธ์,282
ผู้ถูกกระทำ,2592
ผิดเส้น,115
ผลับ,106
โคตรเพชร,252
ชื่อดัง,284975
หงิก,1919
เอื้องฟ้ามุ่ย,1
คำคู่ความ,285
กรมศิลป์ฯ,310
ห้องขายตั๋ว,94
อุปริภาค,6
สามโลก,3180
ประเท้า,7
แปรผันแบบผกผัน,6
อุปโภค,47848
แบกรับ,15531
เคลียร์พื้นที่,12548
เหย่อย,28
หมูในอวย,63
ข้อคิด,56909
ความพึงใจ,1427
หุบเหว,1562
กพร.,1995
อนุพงศ์,1370
ฝากระดาน,98
มินิเธียเตอร์,154
หมายใจ,393
ชาติภูมิ,1244
แถลง,203073
วสภะ,40
กะปิ,129641
แบ่งเบาภาระ,8833
รับขวัญ,4043
หนาวอารมณ์,21
ชาววัด,13415
ใจชั่ว,834
พระราชดำรัส,5484
หวล,10724
คบไม่ได้,301
กลอุบาย,18003
ผ้าพื้น,2811
หยามหน้า,93
อนารย,454
พีท,60917
แตกใบอ่อน,691
ความดูแล,12098
ลังคี,142
ตายห่า,834
แล็กตูโลส,2
ขื่อคัด,4
เสียตา,5498
แอ,6646198
นงพะงา,175
ตุปัดตุเป๋,64
เอาไม้ซีกไปงัดไม้ซุง,20
พืชหมุนเวียน,640
เจ้าฟ้า,47806
ประชาราษฎร์,9708
ไขข้อ,141433
บัก,24717
เจเล่ไลท์,40
องคุลี,1076
ประทัง,2346
โสภี,981
ไขว้โรง,1
ครองจีวร,409
กำหราก,1
ได้น้ำได้ท่า,3
แบ่งสันปันส่วน,850
ปัจเจกนิยม,270
ประจญ,638
ติดตลาด,4126
การนำทาง,28933
แมลงปีกแข็ง,850
คิวมูโลนิมบัส,89
พิโมกข์,112
แต่งัยก็,0
พรรณ,713086
ตะกรวย,7
เนื้อเค็ม,567
วทัญญู,989
ซันรูฟ,3208
เซิร์จ,352
มรณกรรม,1118
แกะสะเก็ด,132
ปวิธ,4204
สาวนะ,328
ใบปก,192
กระไส,19
ปติ,143055
แม่กระแชง,1
เป็นมา,279252
กันและกัน,68770
ไส้ศึก,504
สองไม้,149
รังสี,149173
เห็ดถอบ,588
เรือสำเภา,2947
ไอร์ตืองอ,5
ผาดเพ่ง,2
คนเลี้ยงลูก,94
ภาระติดพัน,248
ลือชาปรากฏ,21
อีเลิร์นนิ่ง,355
ซองจดหมาย,6896
ผู้รักษา,43283
ลอยลำ,1968
ดริ้งค์,1409
มโหระทึก,486
ขยับปีก,314
กระเบื้องหน้าวัว,19
ทุ่งสองห้อง,11344
ไม่รู้จบรู้สิ้น,25
เทคโน,2714157
เฉิงตู,29671
กริยาวิเศษณ์วลี,5
ส่าหรี,1661
อาวุธเคมี,692
เภสัชอุตสาหกรรม,364
ลูกเล่น,44426
ย่า,26881458
พึ่งลำแข้งตัวเอง,5
แรกนาขวัญ,1312
อาร์เอ็มเอฟ,1
ผีเรือนไม่ดี ผีป่าก็พลอย,3
ดูเบา,1450
ส.ว.,14977
สถาบันนิติเวช,966
สิทธิประโยชน์,293445
กรมส่งเสริมอุตสาหกรรม,6837
นิลรัตน์,1641
มุ่งหมาย,70945
สิ่งไร้สาระ,220
วโรดม,3810
ช้างชนะงา,8
ก หัน,1252
สรวป,18
มีผลกระทบ,76982
หมดเปลืองไป,248
สั่นเงอะงะ,1
ปลูกป่า,26985
รำพึงรำพัน,373
แทะ,7108
แทรกเตอร์,24645
นวลจันทร์ทะเล,66
หัวเห็ด,2125
เสียดาย,82524
ตลาดแรงงาน,20754
เทอร์เบียม,145
ยามกาลิก,97
ปริยัติธรรม,8477
ค่อยพูดค่อยจา,92
ความเครียด,164175
โฮเต็ล,19909
อกรรมกริยา,175
ไร้ยางอาย,1824
อาสาฬบูชา,601
เห่กล่อม,152
ด้านใน,216817
กระลับกระเลือก,1
ดงดาน,40
เปลวเพลิง,3248
กิมิชาติ,111
ชฎาห้ายอด,5
การควั่น,110
ศัสดร,3
เอสโตรเจน,5917
ละครเล็ก,709
สถานธนานุเคราะห์,84
รุ่งอรุณ,14524
ดุรงคี,2
ดัลลัส,3006
นึกไว้,1300
เศษผ้า,4736
พนักงานฝ่ายปกครองหรือตำรวจ,146
เจาะใจ,2211
ซิ่ว,10674
มือเที่ยง,29
จิ้มลิ้ม,1647
ทางมะพร้าว,1064
เลี้ยว,74574
ต้นกล้วย,6200
ภาษากาย,4586
หิมวันต์,1041
กระทงป่า,2
เฟ้น,29583
สวนสมุนไพร,3304
เหน็บ,15072
ความคิดรวบยอด,921
ภูเตศวร,60
ลิบ,46311
ตัดออก,12440
สมบูรณ์,828223
เสนอตัว,28290
สันนิธิ,40
การตัดตอน,288
หงิม ๆ หยิบชิ้นปลามัน,4
จี่โป่ง,8
ยานยนต์,297758
ขมิ้นนาง,11
สาวงาม,12483
สิกขา,29340
รักจริง,8298
รถหลวง,438
แต๊ะเอีย,565
เป็นธรรมชาติ,126970
เสต,19488
เซลส์,29214
โกดัง,131991
โงง,72
พระอนุวงศ์,99
ต่อมลูกหมาก,16382
อน,80780993
แอลกอฮอลิซึม,20
ง่าย ๆ,399121
ชิวหาสดมภ์,6
หยักเหยา,0
เคเบิล,64001
แสเถา,7
พัดโบก,745
สาวแรกรุ่น,454
ขนมทองม้วน,395
ชวร,38695
ล้มลุก,7374
อินเดีย,288749
ครึกครื้น,22628
ยาฮู,4142
ซีร์รัส,18
เอื่อย,3849
บัณฑิตย์,7168
นุง,18234
ตัวโค,31802
กุมารา,276
มัตถก,356
กาด,67599
อันเป็น,147719
ตรีพิษจักร,7
เครื่องแบบ,37483
หาง,640057
โสนกินดอก,8
เดียรถ์,4
ดิสก์,44925
แท้งกิ้ว,51
เกรินราชรถ,0
ตะกั่วเกรียบ,4
ยื้อยุด,384
อิงแอบ,862
ปิ่นแก้ว,1638
ชายกระเบน,52
ครุศาสตรบัณฑิต,2957
เสียดใบ,6
ไม้สน,8126
ทางน้ำไหล,5127
เขี้ยวตะขาบ,118
อีเจียน,874
การปั้น,10017
สูต,2693807
ความอาฆาต,2594
แปดบท,38
ทำไฟ,2646
อินเดียนา,1815
ตัวไม้,967
เพาะกาย,4936
สมรรถนะ,254338
หลุน,4399
อมิตร,3589
คลอก,3749
พันตา,39857
สักแต่ว่า,1115
ตายตาไม่หลับ,135
แมนเดลา,640
รัชดา,121147
อารัมภ,3327
หย่ง ๆ,16
อกุศลกรรมบถ,273
ความเป็นผู้นำ,36390
อาร์กติก,3122
พ.ก.ง.,112
เอาไม่อยู่,2369
ลุโสดา,615
น้ำลาย,53624
การอบรม,213130
สิทธิสภาพนอกอาณาเขต,567
พลจัตวา,333
หยับ,269
นักบวช,14684
ฝ่าคมหอกคมดาบ,11
เกก,2346
ทุนนิมิต,259
บุณย์,1197
ปรินเตอร์,658
ฉัททันต์,1005
ซิตี,284302
บ้านกาแย,14
อุปัทวันตราย,122
ทำลายขวัญ,143
ไบโอฟิลม์,9
มื่น,289045
ลูกขุนศาลหลวง,2
ฟรุต,9218
แน่น,2612262
วยัสย์,2
อปรัณณชาติ,14
พี่ชาย,95956
แบบพิธี,500
นิโลบล,373
รอมชอม,353
อธิคม,1422
ความเหม็น,141
แปวง,1
ปล่อย,857098
เสมอๆ,22699
หม่อมห้าม,100
วงกลม,55667
พักผ่อน,338443
ว่ะ,18174
ไฮเอนด์,23820
เอ็กซ์พอร์ต,491
ปรัน,3977
วาดรูป,23271
กระแสน้ำ,10947
ดิอิมพอสสิเบิ้ล,16
บั้นหลวง,0
จะจะ,12436
ทวารวดี,5505
เผื่อเหนียว,23
วงศา,32315
อุลตร้า,24854
ฮิปโปโปเตมัสแคระ,2616
รันชนรันแชง,2
จอ,8272739
กูรำ,76
ตะแหง่ว ๆ,3
แลบลิ้นปลิ้นตา,98
ไห,7870278
เอ้,75376
ข้อมูลดิบ,2474
ใย,238162
โฆสิตสกุล,44
ชานตง,3789
แง้ม,3470
จุล,182328
ช่อดอก,45665
ที่กัลปนา,31
เศวตีภ,2
แหยะ,308
อย่างไรก็ดี,53208
คาคบ,166
อกุศล-เจตนา,0
ความเจ็บป่วย,8577
ไถ่,41539
ย่อพล,9
ข่วน,59502
ราชิ,160762
คนขายปลา,83
กรึ๊บ,131
เมืองพานหยู,1
ระยำ,4615
